1661162886 2666 0 0
1661163960 2667 0 0
1661169907 2667 9299 0
1661169912 2667 9299 9300
1661169922 2667 9299 9300
1661169965 2667 9299 9300
1661171734 2669 9299 9300
1661171738 2669 9299 9300
1661171849 2669 9490 9300
1661171858 2669 9490 9300
1661171895 2755 9490 9300
1661171994 2755 9490 9300
1661172664 2755 9682 9300
1661172668 2755 9682 9300
1661172714 2755 9783 9300
1661172840 2755 9929 9300
1661172931 2755 10045 9300
1661173335 2755 10146 9300
1661174177 2755 10154 9300
1661174318 2768 10154 9300
1661174324 2768 10154 9300
1661177412 2768 10259 9300
1661177416 2768 10259 9300
1661178075 2768 10315 9300
1661178301 2768 10386 9300
1661178400 2768 10435 9300
1661178535 2768 10490 9300
1661178810 2768 10545 9300
1661178932 2768 10600 9300
1661241009 2768 10600 9446
1661241443 2768 10861 9446
1661241973 2768 11720 9446
1661247012 2943 11720 9446
1661247019 2943 11720 9446
1661247207 2943 11720 9787
1661256944 2967 11720 9787
1661256954 3223 11720 9787
1661257362 3223 11720 9787
1661257580 3224 11720 9787
1661258041 3226 11720 9787
1661258096 3226 11720 9821
1661258111 3226 11720 9833
1661258115 3226 11720 9833
1661329212 3541 11720 9833
1661349146 3587 11720 9833
1661349361 3587 11720 10372
1661349510 3587 11720 10372
1661349533 3587 11889 10372
1661350675 3598 11889 10372
1661350700 3598 11896 10372
1661352341 3598 11898 10372
1661352366 3647 11898 10372
1661414040 3647 11913 10372
1661415803 3655 11913 10372
1661415825 3655 11913 10372
1661418362 3665 11913 10372
1661429923 3708 11913 10372
1661430583 3708 11952 10372
1661430603 3720 11952 10372
1661430640 3720 11952 10372
1661430651 3720 11952 10372
1661431213 3729 11952 10372
1661431463 3729 11953 10372
1661431496 3729 11953 10372
1661431680 3735 11953 10372
1661517262 3735 11979 10372
1661517281 3737 11979 10372
1661517287 3766 11979 10372
1661517309 3766 11979 10372
1661517359 3766 12002 10372
1661757586 3987 12002 10372
1661758962 3999 12002 10372
1661760624 4050 12002 10372
1661760855 4050 12004 10372
1661760875 4050 12006 10372
1661761434 4050 12009 10372
1661775941 4129 12009 10372
1661775945 4129 12009 10372
1661844223 4129 12010 10372
1661844247 4129 12016 10372
1661844252 4129 12016 10372
1661846386 4129 12016 10506
1661846630 4129 12016 10506
1661852656 4206 12016 10506
1661852667 4246 12016 10506
1661852782 4246 12016 10506
1661852887 4246 12016 10579
1661852974 4246 12016 10579
1661852992 4246 12016 10579
1661853005 4246 12141 10579
1661853014 4246 12141 10579
1661853019 4246 12141 10579
1661853240 4248 12141 10579
1661853388 4250 12141 10579
1661854161 4279 12141 10579
1661854215 4286 12141 10579
1661869227 4329 12141 10579
1661869948 4329 12150 10579
1661869952 4329 12150 10579
1661871023 4340 12150 10579
1661871026 4340 12150 10579
1661872262 4340 12150 10585
1661872265 4340 12150 10585
1661929890 4377 12150 10585
1661929899 4377 12150 10585
1661948156 4377 12150 10601
1661948159 4377 12150 10601
1661948541 4565 12150 10601
1661948546 4565 12150 10601
1661950040 4565 12150 10604
1661950606 4569 12150 10604
1661950616 4569 12150 10604
1662015880 4631 12150 10604
1662018654 4631 12166 10604
1662018740 4631 12205 10604
1662019324 4631 12206 10604
1662019494 4631 12207 10604
1662019563 4631 12209 10604
1662023723 4783 12209 10604
1662023869 4783 12209 10604
1662027349 4783 12209 10608
1662027352 4783 12209 10608
1662038428 4947 12209 10608
1662038530 4947 12209 10608
1662039648 4952 12209 10608
1662040376 4961 12209 10608
1662041592 4961 12209 10608
