1661162886 1 0 0
1661163960 2 0 0
1661169907 2 1 0
1661169912 2 1 1
1661169922 2 1 2
1661169965 2 1 3
1661171734 3 1 3
1661171738 4 1 3
1661171849 4 2 3
1661171858 4 3 3
1661171895 5 3 3
1661171994 6 3 3
1661172664 6 4 3
1661172668 6 5 3
1661172714 6 6 3
1661172840 6 7 3
1661172931 6 8 3
1661173335 6 9 3
1661174177 6 10 3
1661174318 7 10 3
1661174324 8 10 3
1661177412 8 11 3
1661177416 8 12 3
1661178075 8 13 3
1661178301 8 14 3
1661178400 8 15 3
1661178535 8 16 3
1661178810 8 17 3
1661178932 8 18 3
1661241009 8 18 4
1661241443 8 19 4
1661241973 8 20 4
1661247012 9 20 4
1661247019 10 20 4
1661247207 10 20 5
1661256944 11 20 5
1661256954 12 20 5
1661257362 13 20 5
1661257580 14 20 5
1661258041 15 20 5
1661258096 15 20 6
1661258111 15 20 7
1661258115 15 20 8
1661329212 16 20 8
1661349146 17 20 8
1661349361 17 20 9
1661349510 17 20 10
1661349533 17 21 10
1661350675 18 21 10
1661350700 18 22 10
1661352341 18 23 10
1661352366 19 23 10
1661414040 19 24 10
1661415803 20 24 10
1661415825 21 24 10
1661418362 22 24 10
1661429923 23 24 10
1661430583 23 25 10
1661430603 24 25 10
1661430640 24 26 10
1661430651 25 26 10
1661431213 26 26 10
1661431463 26 27 10
1661431496 26 28 10
1661431680 27 28 10
1661517262 27 29 10
1661517281 28 29 10
1661517287 29 29 10
1661517309 30 29 10
1661517359 30 30 10
1661757586 31 30 10
1661758962 32 30 10
1661760624 33 30 10
1661760855 33 31 10
1661760875 33 32 10
1661761434 33 33 10
1661775941 34 33 10
1661775945 35 33 10
1661844223 35 34 10
1661844247 35 35 10
1661844252 35 36 10
1661846386 35 36 11
1661846630 35 36 12
1661852656 36 36 12
1661852667 37 36 12
1661852782 38 36 12
1661852887 38 36 13
1661852974 38 36 14
1661852992 39 36 14
1661853005 39 37 14
1661853014 40 37 14
1661853019 41 37 14
1661853240 42 37 14
1661853388 43 37 14
1661854161 44 37 14
1661854215 45 37 14
1661869227 46 37 14
1661869948 46 38 14
1661869952 46 39 14
1661871023 47 39 14
1661871026 48 39 14
1661872262 48 39 15
1661872265 48 39 16
1661929890 49 39 16
1661929899 50 39 16
1661948156 50 39 17
1661948159 50 39 18
1661948541 51 39 18
1661948546 52 39 18
1661950040 52 39 19
1661950606 53 39 19
1661950616 53 39 20
1662015880 54 39 20
1662018654 54 40 20
1662018740 54 41 20
1662019324 54 42 20
1662019494 54 43 20
1662019563 54 44 20
1662023723 55 44 20
1662023869 56 44 20
1662027349 56 44 21
1662027352 56 44 22
1662038428 57 44 22
1662038530 58 44 22
1662039648 59 44 22
1662040376 60 44 22
1662041592 60 45 22
